header_capture_month,issuer_name,chip_indicator_uid,product_uid,description,purchase_txn_amt,purchase_txn_cnt
2017-12-01 00:00:00.000000000,CIBC,5,1,"Grocery Stores, Supermarkets",225530.73,4174
2018-02-01 00:00:00.000000000,Scotiabank,5,1,"Eating Places, Restaurants",96131.02,2817
2017-12-01 00:00:00.000000000,BMO Bank of Montreal,3,1,Hardware Stores,114.96,2
2018-08-01 00:00:00.000000000,CIBC,2,1,"Fuel Dispenser, Automated",0.00,146
2018-08-01 00:00:00.000000000,Royal Bank,3,1,"Eating Places, Restaurants",26897.99,890
2016-08-01 00:00:00.000000000,Scotiabank,4,1,"Grocery Stores, Supermarkets",8260.39,223
2016-10-01 00:00:00.000000000,BMO Bank of Montreal,4,1,Hardware Stores,104.62,2
2016-06-01 00:00:00.000000000,Royal Bank,7,1,"Eating Places, Restaurants",63827078.60,1950783
2018-10-01 00:00:00.000000000,Royal Bank,5,1,"Drug Stores, Pharmacies",175734.89,3156
2016-03-01 00:00:00.000000000,Scotiabank,9,1,"Eating Places, Restaurants",1630553.19,141569
2016-06-01 00:00:00.000000000,CIBC,7,1,"Drug Stores, Pharmacies",65742590.06,1907745
2017-04-01 00:00:00.000000000,BMO Bank of Montreal,2,1,"Grocery Stores, Supermarkets",473.74,17
2016-03-01 00:00:00.000000000,CIBC,9,1,"Drug Stores, Pharmacies",9431038.55,460247
2017-11-01 00:00:00.000000000,CIBC,9,1,"Fuel Dispenser, Automated",7316953.94,275969
2016-03-01 00:00:00.000000000,Scotiabank,7,1,"Drug Stores, Pharmacies",52005969.47,1526593
2016-05-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Drug Stores, Pharmacies",51515320.33,1580372
2019-01-01 00:00:00.000000000,CIBC,9,1,"Fuel Dispenser, Automated",11869280.31,444777
2017-07-01 00:00:00.000000000,Scotiabank,5,1,Hardware Stores,211662.61,2752
2017-03-01 00:00:00.000000000,Scotiabank,7,1,Hardware Stores,40165752.41,564151
2016-07-01 00:00:00.000000000,BMO Bank of Montreal,4,1,Fast Food Restaurants,420.33,38
2017-09-01 00:00:00.000000000,CIBC,4,1,Fast Food Restaurants,85.55,11
2016-01-01 00:00:00.000000000,BMO Bank of Montreal,9,1,Hardware Stores,33.89,1
2017-10-01 00:00:00.000000000,BMO Bank of Montreal,3,1,"Fuel Dispenser, Automated",0.00,0
2018-03-01 00:00:00.000000000,CIBC,9,1,Fast Food Restaurants,34043123.37,3135003
2018-05-01 00:00:00.000000000,CIBC,9,1,Hardware Stores,17100986.57,582473
2018-11-01 00:00:00.000000000,BMO Bank of Montreal,5,1,Fast Food Restaurants,37864.57,2638
2017-03-01 00:00:00.000000000,CIBC,5,1,"Fuel Dispenser, Automated",3293.02,112
2017-09-01 00:00:00.000000000,Royal Bank,7,1,"Grocery Stores, Supermarkets",69627708.55,1332865
2018-10-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Fuel Dispenser, Automated",0.00,1
2016-07-01 00:00:00.000000000,Royal Bank,3,1,"Drug Stores, Pharmacies",929655.54,29613
2017-11-01 00:00:00.000000000,BMO Bank of Montreal,7,1,Fast Food Restaurants,15629137.59,1135119
2017-07-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Eating Places, Restaurants",112031.91,3132
2018-12-01 00:00:00.000000000,TD Canada Trust,5,1,Hardware Stores,248649.64,2695
2017-09-01 00:00:00.000000000,CIBC,3,1,"Grocery Stores, Supermarkets",27.81,1
2017-01-01 00:00:00.000000000,BMO Bank of Montreal,7,1,Hardware Stores,29568759.35,429663
2018-07-01 00:00:00.000000000,TD Canada Trust,3,1,"Fuel Dispenser, Automated",0.00,0
2017-08-01 00:00:00.000000000,TD Canada Trust,2,1,"Fuel Dispenser, Automated",17.21,131
2018-11-01 00:00:00.000000000,TD Canada Trust,9,1,"Eating Places, Restaurants",19920806.56,1172309
2017-04-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Grocery Stores, Supermarkets",96049.71,2254
2017-01-01 00:00:00.000000000,Royal Bank,2,1,Hardware Stores,451129.12,3561
2018-06-01 00:00:00.000000000,Royal Bank,3,1,"Fuel Dispenser, Automated",0.00,0
2016-04-01 00:00:00.000000000,Scotiabank,9,1,"Drug Stores, Pharmacies",11090629.82,539954
2018-12-01 00:00:00.000000000,BMO Bank of Montreal,9,1,Fast Food Restaurants,21649865.93,1808243
2017-01-01 00:00:00.000000000,Royal Bank,3,1,"Fuel Dispenser, Automated",10060.71,300
2018-11-01 00:00:00.000000000,Scotiabank,7,1,Fast Food Restaurants,19192344.25,1347927
2018-06-01 00:00:00.000000000,CIBC,2,1,"Drug Stores, Pharmacies",745.04,9
2017-01-01 00:00:00.000000000,Royal Bank,5,1,Hardware Stores,199303.42,2665
2016-02-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Grocery Stores, Supermarkets",22925478.68,576966
2017-03-01 00:00:00.000000000,TD Canada Trust,7,1,"Grocery Stores, Supermarkets",69010598.37,1531155
2017-07-01 00:00:00.000000000,CIBC,9,1,Hardware Stores,11072323.27,383726
2016-09-01 00:00:00.000000000,TD Canada Trust,2,1,Fast Food Restaurants,153.04,10
2017-12-01 00:00:00.000000000,BMO Bank of Montreal,5,1,Hardware Stores,165618.39,2085
2018-04-01 00:00:00.000000000,BMO Bank of Montreal,2,1,"Fuel Dispenser, Automated",146.76,57
2019-01-01 00:00:00.000000000,BMO Bank of Montreal,9,1,"Grocery Stores, Supermarkets",11145836.98,442286
2017-10-01 00:00:00.000000000,CIBC,3,1,"Grocery Stores, Supermarkets",32.63,27
2018-10-01 00:00:00.000000000,Scotiabank,7,1,"Drug Stores, Pharmacies",43077829.71,1121971
2018-09-01 00:00:00.000000000,Scotiabank,3,1,Fast Food Restaurants,13.92,1
2017-11-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Fuel Dispenser, Automated",1190.21,28
2016-02-01 00:00:00.000000000,TD Canada Trust,3,1,Hardware Stores,135971.82,1909
2016-09-01 00:00:00.000000000,CIBC,2,1,"Grocery Stores, Supermarkets",204.68,5
2016-05-01 00:00:00.000000000,CIBC,7,1,"Drug Stores, Pharmacies",67171382.06,1986884
2017-01-01 00:00:00.000000000,Scotiabank,9,1,Hardware Stores,4292869.74,161865
2017-07-01 00:00:00.000000000,Scotiabank,9,1,"Drug Stores, Pharmacies",17438806.20,826813
2018-03-01 00:00:00.000000000,BMO Bank of Montreal,4,1,Hardware Stores,59.92,1
2018-09-01 00:00:00.000000000,Royal Bank,5,1,Hardware Stores,316585.55,3048
2018-06-01 00:00:00.000000000,CIBC,4,1,"Eating Places, Restaurants",0.01,1
2016-02-01 00:00:00.000000000,TD Canada Trust,9,1,"Drug Stores, Pharmacies",20728722.86,1075177
2018-10-01 00:00:00.000000000,TD Canada Trust,2,1,Hardware Stores,15113.36,452
2018-08-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Drug Stores, Pharmacies",34211062.22,851904
2018-02-01 00:00:00.000000000,Royal Bank,9,1,Fast Food Restaurants,38510869.82,3605649
2017-11-01 00:00:00.000000000,TD Canada Trust,3,1,"Eating Places, Restaurants",898.10,23
2017-01-01 00:00:00.000000000,BMO Bank of Montreal,5,1,Hardware Stores,117228.14,1712
2018-01-01 00:00:00.000000000,TD Canada Trust,2,1,Hardware Stores,14453.23,504
2016-03-01 00:00:00.000000000,CIBC,7,1,"Fuel Dispenser, Automated",48835405.53,1411984
2018-04-01 00:00:00.000000000,Royal Bank,5,1,"Drug Stores, Pharmacies",143836.06,2895
2018-12-01 00:00:00.000000000,CIBC,3,1,"Grocery Stores, Supermarkets",190.18,3
2016-07-01 00:00:00.000000000,TD Canada Trust,9,1,"Grocery Stores, Supermarkets",6392702.80,319786
2016-08-01 00:00:00.000000000,Scotiabank,2,1,"Drug Stores, Pharmacies",41.85,2
2016-12-01 00:00:00.000000000,BMO Bank of Montreal,9,1,Fast Food Restaurants,7305021.22,647227
2017-05-01 00:00:00.000000000,TD Canada Trust,2,1,"Eating Places, Restaurants",16.70,2
2016-11-01 00:00:00.000000000,TD Canada Trust,7,1,"Eating Places, Restaurants",76338463.40,2342453
2016-02-01 00:00:00.000000000,TD Canada Trust,3,1,"Fuel Dispenser, Automated",117875.32,3286
2018-12-01 00:00:00.000000000,Scotiabank,5,1,"Eating Places, Restaurants",79548.44,2028
2017-11-01 00:00:00.000000000,Royal Bank,9,1,"Grocery Stores, Supermarkets",27607730.94,1092856
2016-10-01 00:00:00.000000000,Royal Bank,2,1,Hardware Stores,674258.33,5269
2016-04-01 00:00:00.000000000,BMO Bank of Montreal,9,1,"Drug Stores, Pharmacies",985.54,43
2018-05-01 00:00:00.000000000,TD Canada Trust,6,1,"Fuel Dispenser, Automated",0.00,0
2017-01-01 00:00:00.000000000,Royal Bank,7,1,"Drug Stores, Pharmacies",65427760.22,1560200
2016-03-01 00:00:00.000000000,TD Canada Trust,5,1,"Eating Places, Restaurants",182395.27,6666
2017-09-01 00:00:00.000000000,TD Canada Trust,2,1,Fast Food Restaurants,111.25,13
2018-03-01 00:00:00.000000000,BMO Bank of Montreal,2,1,"Fuel Dispenser, Automated",109.55,39
2017-02-01 00:00:00.000000000,CIBC,3,1,"Fuel Dispenser, Automated",0.00,0
2018-04-01 00:00:00.000000000,CIBC,2,1,Fast Food Restaurants,115.09,18
2016-01-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Fuel Dispenser, Automated",11154.29,434
2016-04-01 00:00:00.000000000,TD Canada Trust,7,1,"Grocery Stores, Supermarkets",46491212.82,1174512
2016-01-01 00:00:00.000000000,TD Canada Trust,3,1,"Eating Places, Restaurants",86128.50,2676
2016-09-01 00:00:00.000000000,CIBC,4,1,Fast Food Restaurants,553.58,53
2017-11-01 00:00:00.000000000,TD Canada Trust,9,1,"Fuel Dispenser, Automated",7330810.08,330951
2016-08-01 00:00:00.000000000,Royal Bank,2,1,"Drug Stores, Pharmacies",13.97,2
2018-01-01 00:00:00.000000000,TD Canada Trust,3,1,"Grocery Stores, Supermarkets",1453.22,35
2017-03-01 00:00:00.000000000,CIBC,7,1,Hardware Stores,45645566.05,645098
2016-05-01 00:00:00.000000000,CIBC,4,1,"Fuel Dispenser, Automated",1339692.01,38516
2018-04-01 00:00:00.000000000,CIBC,9,1,"Fuel Dispenser, Automated",8939437.59,328595
2016-03-01 00:00:00.000000000,BMO Bank of Montreal,2,1,"Grocery Stores, Supermarkets",372.30,6
2018-07-01 00:00:00.000000000,TD Canada Trust,5,1,Hardware Stores,295794.94,3074
2016-11-01 00:00:00.000000000,Scotiabank,5,1,"Grocery Stores, Supermarkets",103434.48,2533
2018-06-01 00:00:00.000000000,TD Canada Trust,2,1,Fast Food Restaurants,802.72,70
2016-05-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Eating Places, Restaurants",35005151.29,1056368
2018-11-01 00:00:00.000000000,TD Canada Trust,3,1,Fast Food Restaurants,233.04,12
2016-10-01 00:00:00.000000000,TD Canada Trust,2,1,"Grocery Stores, Supermarkets",1516.74,24
2016-09-01 00:00:00.000000000,Scotiabank,7,1,Fast Food Restaurants,22446692.23,1813585
2016-09-01 00:00:00.000000000,Royal Bank,5,1,"Drug Stores, Pharmacies",238387.88,5350
2017-04-01 00:00:00.000000000,TD Canada Trust,9,1,"Eating Places, Restaurants",7235070.62,523912
2017-08-01 00:00:00.000000000,Scotiabank,2,1,"Fuel Dispenser, Automated",0.00,75
2016-09-01 00:00:00.000000000,TD Canada Trust,7,1,"Fuel Dispenser, Automated",87408397.66,2372862
2017-06-01 00:00:00.000000000,CIBC,9,1,"Drug Stores, Pharmacies",24143091.32,1108969
2017-06-01 00:00:00.000000000,Scotiabank,4,1,Hardware Stores,76.29,6
2017-08-01 00:00:00.000000000,TD Canada Trust,9,1,"Grocery Stores, Supermarkets",17097650.37,821015
2017-09-01 00:00:00.000000000,BMO Bank of Montreal,9,1,"Fuel Dispenser, Automated",3528234.38,140190
2017-11-01 00:00:00.000000000,TD Canada Trust,5,1,"Eating Places, Restaurants",185417.56,5515
2016-02-01 00:00:00.000000000,CIBC,2,1,"Grocery Stores, Supermarkets",509.89,17
2017-09-01 00:00:00.000000000,TD Canada Trust,3,1,Fast Food Restaurants,377.95,35
2016-08-01 00:00:00.000000000,Scotiabank,5,1,"Eating Places, Restaurants",88144.80,2957
2018-03-01 00:00:00.000000000,Scotiabank,9,1,Fast Food Restaurants,23914100.76,2215530
2017-12-01 00:00:00.000000000,TD Canada Trust,7,1,"Drug Stores, Pharmacies",131756593.20,2653523
2016-01-01 00:00:00.000000000,BMO Bank of Montreal,3,1,Fast Food Restaurants,95.14,4
2017-11-01 00:00:00.000000000,CIBC,2,1,Fast Food Restaurants,251.61,27
2018-05-01 00:00:00.000000000,Royal Bank,9,1,"Fuel Dispenser, Automated",15012285.25,569735
2016-07-01 00:00:00.000000000,Scotiabank,9,1,"Grocery Stores, Supermarkets",3140257.25,145346
2016-12-01 00:00:00.000000000,Scotiabank,7,1,"Eating Places, Restaurants",39129645.52,1103486
2018-08-01 00:00:00.000000000,CIBC,2,1,"Grocery Stores, Supermarkets",255.94,4
2017-03-01 00:00:00.000000000,Royal Bank,4,1,"Drug Stores, Pharmacies",74.62,2
2018-07-01 00:00:00.000000000,TD Canada Trust,7,1,"Grocery Stores, Supermarkets",69316003.13,1463390
2016-06-01 00:00:00.000000000,Scotiabank,9,1,Hardware Stores,5215690.99,185864
2018-12-01 00:00:00.000000000,TD Canada Trust,3,1,Hardware Stores,955.28,14
2018-05-01 00:00:00.000000000,Royal Bank,3,1,"Grocery Stores, Supermarkets",121052.03,1484
2016-05-01 00:00:00.000000000,BMO Bank of Montreal,3,1,Fast Food Restaurants,88.32,3
2017-06-01 00:00:00.000000000,Scotiabank,7,1,"Eating Places, Restaurants",42805584.05,1231882
2016-08-01 00:00:00.000000000,BMO Bank of Montreal,2,1,Fast Food Restaurants,21.17,1
2017-09-01 00:00:00.000000000,Royal Bank,3,1,"Drug Stores, Pharmacies",79729.21,2015
2017-03-01 00:00:00.000000000,Scotiabank,2,1,Fast Food Restaurants,22.49,4
2016-06-01 00:00:00.000000000,TD Canada Trust,5,1,"Grocery Stores, Supermarkets",177119.08,4382
2017-07-01 00:00:00.000000000,Royal Bank,5,1,"Fuel Dispenser, Automated",4263.61,109
2017-03-01 00:00:00.000000000,Scotiabank,5,1,"Fuel Dispenser, Automated",2117.63,75
2016-05-01 00:00:00.000000000,Royal Bank,7,1,Hardware Stores,94870823.61,1305393
2017-12-01 00:00:00.000000000,Scotiabank,9,1,Fast Food Restaurants,22616485.26,2019354
2017-01-01 00:00:00.000000000,CIBC,5,1,"Drug Stores, Pharmacies",126037.89,3480
2018-03-01 00:00:00.000000000,Royal Bank,4,1,"Grocery Stores, Supermarkets",130.75,1
2017-05-01 00:00:00.000000000,BMO Bank of Montreal,2,1,Fast Food Restaurants,16.63,1
2016-07-01 00:00:00.000000000,CIBC,4,1,Hardware Stores,3703.39,122
2018-05-01 00:00:00.000000000,CIBC,4,1,Hardware Stores,33.76,1
2016-07-01 00:00:00.000000000,TD Canada Trust,2,1,Hardware Stores,17309.80,574
2018-05-01 00:00:00.000000000,CIBC,5,1,Fast Food Restaurants,57453.70,4184
2016-09-01 00:00:00.000000000,Scotiabank,9,1,"Fuel Dispenser, Automated",5324520.38,236807
2017-08-01 00:00:00.000000000,TD Canada Trust,3,1,Hardware Stores,13411.81,36
2016-01-01 00:00:00.000000000,Royal Bank,4,1,"Eating Places, Restaurants",67383.29,2228
2018-04-01 00:00:00.000000000,Royal Bank,2,1,Fast Food Restaurants,177.28,19
2018-03-01 00:00:00.000000000,Royal Bank,3,1,Hardware Stores,63908.39,481
2018-10-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Drug Stores, Pharmacies",34796022.49,858765
2018-10-01 00:00:00.000000000,Scotiabank,5,1,"Drug Stores, Pharmacies",76923.72,1830
2017-05-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Drug Stores, Pharmacies",42707359.10,1155716
2018-04-01 00:00:00.000000000,CIBC,5,1,Hardware Stores,139383.65,1709
2017-09-01 00:00:00.000000000,Royal Bank,7,1,Hardware Stores,71222472.49,828992
2018-01-01 00:00:00.000000000,Royal Bank,7,1,Fast Food Restaurants,21158913.41,1319232
2017-08-01 00:00:00.000000000,Royal Bank,7,1,"Fuel Dispenser, Automated",73656314.57,1779745
2016-01-01 00:00:00.000000000,CIBC,7,1,"Eating Places, Restaurants",44154885.23,1449556
2016-02-01 00:00:00.000000000,Royal Bank,7,1,Hardware Stores,45016313.95,673706
2016-04-01 00:00:00.000000000,Scotiabank,7,1,Hardware Stores,57072261.46,834856
2018-10-01 00:00:00.000000000,Royal Bank,5,1,Hardware Stores,257465.40,2675
2016-11-01 00:00:00.000000000,CIBC,9,1,"Drug Stores, Pharmacies",17606752.99,818750
2016-05-01 00:00:00.000000000,TD Canada Trust,2,1,Hardware Stores,14057.08,468
2017-04-01 00:00:00.000000000,Royal Bank,9,1,Hardware Stores,16020291.06,532740
2016-02-01 00:00:00.000000000,Royal Bank,4,1,"Fuel Dispenser, Automated",1784309.34,54793
2018-11-01 00:00:00.000000000,Royal Bank,7,1,"Fuel Dispenser, Automated",87030334.73,1878669
2016-06-01 00:00:00.000000000,BMO Bank of Montreal,9,1,"Drug Stores, Pharmacies",146110.23,6850
2016-04-01 00:00:00.000000000,Scotiabank,7,1,Fast Food Restaurants,23464496.27,1888122
2017-08-01 00:00:00.000000000,Royal Bank,2,1,"Fuel Dispenser, Automated",336.40,124
2018-02-01 00:00:00.000000000,TD Canada Trust,5,1,"Fuel Dispenser, Automated",12069.32,281
2016-03-01 00:00:00.000000000,CIBC,3,1,"Grocery Stores, Supermarkets",390.09,9
2016-07-01 00:00:00.000000000,TD Canada Trust,5,1,"Drug Stores, Pharmacies",134950.24,3757
2018-09-01 00:00:00.000000000,Royal Bank,9,1,Fast Food Restaurants,52447821.43,4726618
2016-06-01 00:00:00.000000000,TD Canada Trust,7,1,"Fuel Dispenser, Automated",94725790.36,2529533
2018-08-01 00:00:00.000000000,TD Canada Trust,5,1,"Grocery Stores, Supermarkets",176755.54,3807
2017-06-01 00:00:00.000000000,BMO Bank of Montreal,7,1,Fast Food Restaurants,17801638.04,1372445
2018-02-01 00:00:00.000000000,TD Canada Trust,3,1,Fast Food Restaurants,201.90,14
2016-03-01 00:00:00.000000000,BMO Bank of Montreal,2,1,"Eating Places, Restaurants",49.58,1
2018-03-01 00:00:00.000000000,Scotiabank,7,1,Fast Food Restaurants,20967444.76,1476453
2017-05-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Fuel Dispenser, Automated",2014.31,60
2018-06-01 00:00:00.000000000,Scotiabank,5,1,Fast Food Restaurants,61127.53,4467
2018-01-01 00:00:00.000000000,Scotiabank,5,1,"Grocery Stores, Supermarkets",118056.54,2433
2017-05-01 00:00:00.000000000,Royal Bank,9,1,Fast Food Restaurants,39327314.51,3803536
2016-02-01 00:00:00.000000000,TD Canada Trust,5,1,"Eating Places, Restaurants",170888.79,6233
2016-09-01 00:00:00.000000000,TD Canada Trust,9,1,"Drug Stores, Pharmacies",28151811.07,1420482
2017-11-01 00:00:00.000000000,CIBC,7,1,Hardware Stores,75731556.64,893852
2018-01-01 00:00:00.000000000,Royal Bank,4,1,"Fuel Dispenser, Automated",0.00,0
2016-10-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Eating Places, Restaurants",32101949.54,1019864
2018-10-01 00:00:00.000000000,TD Canada Trust,2,1,Fast Food Restaurants,424.43,32
2016-05-01 00:00:00.000000000,TD Canada Trust,3,1,"Drug Stores, Pharmacies",209487.55,5903
2016-05-01 00:00:00.000000000,Scotiabank,7,1,Hardware Stores,70095508.30,1033082
2018-01-01 00:00:00.000000000,Scotiabank,5,1,"Eating Places, Restaurants",93197.26,2915
2017-08-01 00:00:00.000000000,CIBC,3,1,"Drug Stores, Pharmacies",197.15,6
2017-04-01 00:00:00.000000000,CIBC,9,1,"Drug Stores, Pharmacies",22955464.14,1051388
2018-04-01 00:00:00.000000000,Scotiabank,2,1,"Fuel Dispenser, Automated",88.57,66
2017-02-01 00:00:00.000000000,TD Canada Trust,5,1,Fast Food Restaurants,106435.92,7880
2016-09-01 00:00:00.000000000,Royal Bank,7,1,"Eating Places, Restaurants",63040291.20,1925357
2016-03-01 00:00:00.000000000,Royal Bank,5,1,"Fuel Dispenser, Automated",14108.21,455
2017-04-01 00:00:00.000000000,BMO Bank of Montreal,2,1,"Eating Places, Restaurants",3.94,1
2016-02-01 00:00:00.000000000,CIBC,9,1,"Fuel Dispenser, Automated",2911863.27,141605
2018-12-01 00:00:00.000000000,Royal Bank,3,1,"Fuel Dispenser, Automated",68.54,3
2016-01-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Eating Places, Restaurants",78519.18,2743
2016-02-01 00:00:00.000000000,BMO Bank of Montreal,4,1,"Grocery Stores, Supermarkets",42726.24,1011
2018-01-01 00:00:00.000000000,Royal Bank,9,1,Fast Food Restaurants,40355918.02,3725998
2017-11-01 00:00:00.000000000,TD Canada Trust,2,1,"Drug Stores, Pharmacies",11.61,1
2016-08-01 00:00:00.000000000,TD Canada Trust,4,1,"Grocery Stores, Supermarkets",35201.78,878
2017-12-01 00:00:00.000000000,BMO Bank of Montreal,2,1,"Eating Places, Restaurants",7.61,1
2016-01-01 00:00:00.000000000,TD Canada Trust,3,1,"Fuel Dispenser, Automated",138215.65,3749
2018-10-01 00:00:00.000000000,Royal Bank,7,1,"Eating Places, Restaurants",57055334.03,1533265
2017-03-01 00:00:00.000000000,TD Canada Trust,4,1,"Drug Stores, Pharmacies",89.57,4
2018-08-01 00:00:00.000000000,Royal Bank,3,1,Fast Food Restaurants,21146.73,1804
2016-12-01 00:00:00.000000000,BMO Bank of Montreal,9,1,Hardware Stores,3650681.97,114640
2019-01-01 00:00:00.000000000,CIBC,2,1,"Fuel Dispenser, Automated",744.93,84
2017-06-01 00:00:00.000000000,Scotiabank,2,1,Fast Food Restaurants,75.12,2
2017-12-01 00:00:00.000000000,Scotiabank,7,1,Fast Food Restaurants,21614198.87,1484913
2017-11-01 00:00:00.000000000,Scotiabank,7,1,"Drug Stores, Pharmacies",46998558.74,1214272
2017-04-01 00:00:00.000000000,BMO Bank of Montreal,5,1,Hardware Stores,124913.77,1847
2018-11-01 00:00:00.000000000,Scotiabank,2,1,"Fuel Dispenser, Automated",0.00,102
2017-03-01 00:00:00.000000000,CIBC,4,1,Fast Food Restaurants,56.02,2
2017-08-01 00:00:00.000000000,CIBC,2,1,"Drug Stores, Pharmacies",102.20,1
2018-08-01 00:00:00.000000000,TD Canada Trust,4,1,"Fuel Dispenser, Automated",0.00,0
2017-12-01 00:00:00.000000000,Scotiabank,9,1,"Grocery Stores, Supermarkets",9511334.42,394732
2016-09-01 00:00:00.000000000,CIBC,4,1,"Eating Places, Restaurants",4957.36,150
2018-10-01 00:00:00.000000000,Royal Bank,9,1,Hardware Stores,19503891.03,661812
2016-09-01 00:00:00.000000000,Royal Bank,9,1,"Fuel Dispenser, Automated",13998640.22,604584
2018-06-01 00:00:00.000000000,Royal Bank,3,1,Fast Food Restaurants,19413.02,1665
2017-03-01 00:00:00.000000000,CIBC,3,1,"Fuel Dispenser, Automated",0.00,0
2018-04-01 00:00:00.000000000,Scotiabank,7,1,Hardware Stores,50099127.49,621721
2016-03-01 00:00:00.000000000,TD Canada Trust,7,1,"Fuel Dispenser, Automated",76715346.07,2201154
2016-09-01 00:00:00.000000000,CIBC,4,1,Hardware Stores,3590.06,130
2016-01-01 00:00:00.000000000,TD Canada Trust,5,1,"Fuel Dispenser, Automated",24010.80,671
2019-01-01 00:00:00.000000000,TD Canada Trust,7,1,Fast Food Restaurants,28674342.63,1956857
2018-04-01 00:00:00.000000000,Scotiabank,5,1,"Drug Stores, Pharmacies",77800.61,1826
2016-08-01 00:00:00.000000000,Scotiabank,9,1,"Fuel Dispenser, Automated",5598621.45,253641
2016-11-01 00:00:00.000000000,CIBC,3,1,"Fuel Dispenser, Automated",0.00,0
2017-02-01 00:00:00.000000000,Royal Bank,3,1,"Grocery Stores, Supermarkets",156848.41,2015
2017-02-01 00:00:00.000000000,TD Canada Trust,9,1,"Eating Places, Restaurants",6576848.74,428040
2018-11-01 00:00:00.000000000,BMO Bank of Montreal,5,1,Hardware Stores,139004.22,1486
2018-03-01 00:00:00.000000000,CIBC,2,1,"Eating Places, Restaurants",375.15,14
2016-09-01 00:00:00.000000000,TD Canada Trust,3,1,Fast Food Restaurants,53050.38,4227
2018-05-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Drug Stores, Pharmacies",68058.31,1745
2017-02-01 00:00:00.000000000,CIBC,9,1,Fast Food Restaurants,16765283.64,1634963
2016-04-01 00:00:00.000000000,CIBC,7,1,Hardware Stores,67479584.41,1020526
2018-07-01 00:00:00.000000000,TD Canada Trust,5,1,"Eating Places, Restaurants",182438.31,4836
2018-03-01 00:00:00.000000000,BMO Bank of Montreal,7,1,Fast Food Restaurants,14723396.37,1044026
2018-01-01 00:00:00.000000000,CIBC,5,1,"Fuel Dispenser, Automated",4425.41,107
2017-08-01 00:00:00.000000000,BMO Bank of Montreal,2,1,"Grocery Stores, Supermarkets",486.95,13
2017-02-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Fuel Dispenser, Automated",1935.64,84
2016-09-01 00:00:00.000000000,Royal Bank,7,1,"Grocery Stores, Supermarkets",50787846.09,1074681
2017-06-01 00:00:00.000000000,TD Canada Trust,7,1,Hardware Stores,109611106.02,1393504
2016-04-01 00:00:00.000000000,Scotiabank,7,1,"Eating Places, Restaurants",37766088.41,1220111
2017-01-01 00:00:00.000000000,Scotiabank,5,1,"Eating Places, Restaurants",86972.52,2920
2018-10-01 00:00:00.000000000,Royal Bank,7,1,"Drug Stores, Pharmacies",58379290.76,1258463
2016-03-01 00:00:00.000000000,Scotiabank,5,1,"Drug Stores, Pharmacies",103622.89,3022
2018-07-01 00:00:00.000000000,TD Canada Trust,5,1,"Drug Stores, Pharmacies",117976.36,2698
2017-04-01 00:00:00.000000000,Royal Bank,5,1,Fast Food Restaurants,114745.33,8036
2016-11-01 00:00:00.000000000,Royal Bank,7,1,"Eating Places, Restaurants",62638052.14,1884775
2018-08-01 00:00:00.000000000,TD Canada Trust,7,1,"Grocery Stores, Supermarkets",68409201.36,1428362
2018-05-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Fuel Dispenser, Automated",1956.35,52
2018-04-01 00:00:00.000000000,CIBC,7,1,"Grocery Stores, Supermarkets",48663449.99,956049
2017-10-01 00:00:00.000000000,Scotiabank,9,1,"Drug Stores, Pharmacies",19443003.56,916862
2016-12-01 00:00:00.000000000,Scotiabank,7,1,Hardware Stores,74843184.43,993719
2019-01-01 00:00:00.000000000,Royal Bank,7,1,"Grocery Stores, Supermarkets",63346069.04,1068819
2017-02-01 00:00:00.000000000,TD Canada Trust,2,1,"Grocery Stores, Supermarkets",817.31,10
2016-11-01 00:00:00.000000000,BMO Bank of Montreal,5,1,Fast Food Restaurants,72436.27,5800
2018-02-01 00:00:00.000000000,BMO Bank of Montreal,9,1,Fast Food Restaurants,13302159.39,1233049
2016-02-01 00:00:00.000000000,TD Canada Trust,5,1,Hardware Stores,161035.87,2585
2017-06-01 00:00:00.000000000,CIBC,5,1,"Eating Places, Restaurants",146484.84,4745
2018-05-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Grocery Stores, Supermarkets",92312.91,1910
2016-04-01 00:00:00.000000000,Scotiabank,9,1,Fast Food Restaurants,10472569.98,1065832
2016-09-01 00:00:00.000000000,BMO Bank of Montreal,9,1,"Grocery Stores, Supermarkets",1205411.75,52776
